t[s],U_A,U_B
-9.55410692,0.17517620,1.18869600
-9.55277292,0.17517620,1.19327400
-9.55143892,0.17517620,1.19632600
-9.55010492,0.17517620,1.19937700
-9.54877092,0.17517620,1.20395500
-9.54743692,0.17517620,1.20700700
-9.54610292,0.17517620,1.21158500
-9.54476892,0.17517620,1.21616300
-9.54343492,0.17517620,1.21921400
-9.54210092,0.17517620,1.22226600
-9.54076692,0.17517620,1.22684400
-9.53943292,0.17517620,1.22989600
-9.53809892,0.17517620,1.23294800
-9.53676492,0.17517620,1.23600000
-9.53543092,0.17517620,1.24057700
-9.53409692,0.17517620,1.24362900
-9.53276292,0.17517620,1.24668100
-9.53142892,0.17517620,1.25125900
-9.53009492,0.17517620,1.25431100
-9.52876092,0.17517620,1.25736300
-9.52742692,0.17517620,1.26194000
-9.52609292,0.17517620,1.26499200
-9.52475892,0.17517620,1.26804400
-9.52342492,0.17517620,1.27109600
-9.52209092,0.17517620,1.27567400
-9.52075692,0.17517620,1.27872600
-9.51942292,0.17517620,1.28177800
-9.51808892,0.17517620,1.28635500
-9.51675492,0.17517620,1.28940700
-9.51542092,0.17517620,1.29245900
-9.51408692,0.17517620,1.29703700
-9.51275292,0.17517620,1.30008800
-9.51141892,0.17517620,1.30314000
-9.51008492,0.17517620,1.30619200
-9.50875092,0.17517620,1.31077000
-9.50741692,0.17517620,1.31382200
-9.50608292,0.17517620,1.31687400
-9.50474892,0.17517620,1.32145200
-9.50341492,0.17517620,1.32450300
-9.50208092,0.17517620,1.32755500
-9.50074692,0.17517620,1.33213300
-9.49941292,0.17517620,1.33518500
-9.49807892,0.17517620,1.33823700
-9.49674492,0.17517620,1.34128900
-9.49541092,0.17517620,1.34586600
-9.49407692,0.17517620,1.34891800
-9.49274292,0.17517620,1.35197000
-9.49140892,0.17517620,1.35654800
-9.49007492,0.17517620,1.35960000
-9.48874092,0.17517620,1.36265100
-9.48740692,0.17517620,1.36722900
-9.48607292,0.17517620,1.37028100
-9.48473892,0.17517620,1.37333300
-9.48340492,0.17517620,1.37791100
-9.48207092,0.17517620,1.38096300
-9.48073692,0.17517620,1.38401400
-9.47940292,0.17517620,1.38706600
-9.47806892,0.17517620,1.39164400
-9.47673492,0.17517620,1.39469600
-9.47540092,0.17761770,1.39774800
-9.47406692,0.17761770,1.40232600
-9.47273292,0.17761770,1.40537700
-9.47139892,0.17761770,1.40842900
-9.47006492,0.17761770,1.41453300
-9.46873092,0.17761770,1.41758500
-9.46739692,0.17761770,1.42063700
-9.46606292,0.17761770,1.42521400
-9.46472892,0.17761770,1.42826600
-9.46339492,0.17761770,1.43131800
-9.46206092,0.17761770,1.43437000
-9.46072692,0.17761770,1.43894800
-9.45939292,0.17761770,1.44200000
-9.45805892,0.17761770,1.44810300
-9.45672492,0.17761770,1.45268100
-9.45539092,0.17761770,1.45573300
-9.45405692,0.17761770,1.46031100
-9.45272292,0.17761770,1.46336300
-9.45138892,0.17761770,1.46641400
-9.45005492,0.17761770,1.47251800
-9.44872092,0.17761770,1.47557000
-9.44738692,0.17761770,1.47862200
-9.44605292,0.17761770,1.48472500
-9.44471892,0.17761770,1.48930300
-9.44338492,0.17761770,1.49540700
-9.44205092,0.17761770,1.49845900
-9.44071692,0.17761770,1.50151100
-9.43938292,0.17761770,1.50456200
-9.43804892,0.17761770,1.50914000
-9.43671492,0.17761770,1.51219200
-9.43538092,0.17761770,1.51524400
-9.43404692,0.17761770,1.51982200
-9.43271292,0.17761770,1.52287400
-9.43137892,0.17761770,1.52745100
-9.43004492,0.17761770,1.53355500
-9.42871092,0.17761770,1.53813300
-9.42737692,0.18066960,1.54423700
-9.42604292,0.18066960,1.54881400
-9.42470892,0.18066960,1.55339200
-9.42337492,0.18066960,1.55491800
-9.42204092,0.18066960,1.55797000
-9.42070692,0.18066960,1.56254800
-9.41937292,0.18066960,1.56560000
-9.41803892,0.18066960,1.57017700
-9.41670492,0.18311110,1.57322900
-9.41537092,0.18616290,1.57933300
-9.41403692,0.18616290,1.58391100
-9.41270292,0.18616290,1.59001400
-9.41136892,0.18616290,1.59306600
-9.41003492,0.18616290,1.59611800
-9.40870092,0.18616290,1.60069600
-9.40736692,0.18921480,1.60527400
-9.40603292,0.18921480,1.61137700
-9.40469892,0.18921480,1.61442900
-9.40336492,0.18921480,1.61900700
-9.40203092,0.18921480,1.62511100
-9.40069692,0.18921480,1.62968900
-9.39936292,0.18921480,1.63579200
-9.39802892,0.18921480,1.63884400
-9.39669492,0.18921480,1.64189600
-9.39536092,0.18921480,1.64647400
-9.39402692,0.19165620,1.65105100
-9.39269292,0.19470810,1.65410300
-9.39135892,0.19775990,1.65868100
-9.39002492,0.19775990,1.66173300
-9.38869092,0.20020140,1.66478500
-9.38735692,0.20020140,1.66936300
-9.38602292,0.20325330,1.67394000
-9.38468892,0.20630510,1.67699200
-9.38335492,0.20630510,1.68157000
-9.38202092,0.20874660,1.68462200
-9.38068692,0.21179850,1.68919900
-9.37935292,0.21179850,1.69530300
-9.37801892,0.21485030,1.69835500
-9.37668492,0.21485030,1.70140700
-9.37535092,0.21729180,1.70598500
-9.37401692,0.21729180,1.70903700
-9.37268292,0.22034360,1.71208800
-9.37134892,0.22034360,1.71666600
-9.37001492,0.22339550,1.72124400
-9.36868092,0.22583700,1.72429600
-9.36734692,0.22888880,1.72887300
-9.36601292,0.22888880,1.73192500
-9.36467892,0.23194070,1.73497700
-9.36334492,0.23438220,1.73955500
-9.36201092,0.23743400,1.74260700
-9.36067692,0.23743400,1.74718500
-9.35934292,0.24048590,1.75176300
-9.35800892,0.24292730,1.75481400
-9.35667492,0.24597920,1.75786600
-9.35534092,0.24903100,1.76244400
-9.35400692,0.25147250,1.76549600
-9.35267292,0.25147250,1.76854800
-9.35133892,0.25452440,1.77465100
-9.35000492,0.25757620,1.77770300
-9.34867092,0.26001770,1.78075500
-9.34733692,0.26306950,1.78533300
-9.34600292,0.26612140,1.78838500
-9.34466892,0.26612140,1.79143700
-9.34333492,0.26612140,1.79754000
-9.34200092,0.26612140,1.80059200
-9.34066692,0.26856290,1.80517000
-9.33933292,0.27161470,1.80974800
-9.33799892,0.27405620,1.81279900
-9.33666492,0.27710810,1.81585100
-9.33533092,0.28015990,1.82195500
-9.33399692,0.28260140,1.82500700
-9.33266292,0.28565330,1.83111100
-9.33132892,0.28565330,1.83568800
-9.32999492,0.28565330,1.83874000
-9.32866092,0.28870510,1.84331800
-9.32732692,0.29114660,1.84637000
-9.32599292,0.29419840,1.84942200
-9.32465892,0.29725030,1.85399900
-9.32332492,0.29969180,1.85705100
-9.32199092,0.29969180,1.86162900
-9.32065692,0.30274360,1.86620700
-9.31932292,0.30579550,1.86773300
-9.31798892,0.30823700,1.87231100
-9.31665492,0.31128880,1.87841400
-9.31532092,0.31434070,1.88146600
-9.31398692,0.31678210,1.88451800
-9.31265292,0.31983400,1.88909600
-9.31131892,0.32288580,1.89367400
-9.30998492,0.32532730,1.89825100
-9.30865092,0.32532730,1.90282900
-9.30731692,0.32532730,1.90740700
-9.30598292,0.32532730,1.91198500
-9.30464892,0.32532730,1.91656200
-9.30331492,0.32532730,1.91961400
-9.30198092,0.32837920,1.92571800
-9.30064692,0.32837920,1.92877000
-9.29931292,0.32837920,1.93182200
-9.29797892,0.33143100,1.93639900
-9.29664492,0.33143100,1.93945100
-9.29531092,0.33143100,1.94402900
-9.29397692,0.33387250,1.95013300
-9.29264292,0.33387250,1.95471000
-9.29130892,0.33692430,1.95928800
-9.28997491,0.33692430,1.96234000
-9.28864091,0.33997620,1.96691800
-9.28730691,0.33997620,1.97302200
-9.28597291,0.34241770,1.97759900
-9.28463891,0.34241770,1.98370300
-9.28330491,0.34241770,1.98675500
-9.28197091,0.34241770,1.99285900
-9.28063691,0.34546950,1.99743600
-9.27930291,0.34546950,2.00201400
-9.27796891,0.34546950,2.00811800
-9.27663491,0.34546950,2.01269600
-9.27530091,0.34852140,2.01879900
-9.27396691,0.34852140,2.02337700
-9.27263291,0.34852140,2.02948100
-9.27129891,0.34852140,2.03405900
-9.26996491,0.34852140,2.03863600
-9.26863091,0.34852140,2.04321400
-9.26729691,0.35096280,2.04626600
-9.26596291,0.35096280,2.05237000
-9.26462891,0.35096280,2.05694700
-9.26329491,0.35096280,2.06305100
-9.26196091,0.35096280,2.06762900
-9.26062691,0.35096280,2.07068100
-9.25929291,0.35401470,2.07525900
-9.25795891,0.35706660,2.07983600
-9.25662491,0.35706660,2.08288800
-9.25529091,0.35706660,2.08746600
-9.25395691,0.35706660,2.09051800
-9.25262291,0.35706660,2.09357000
-9.25128891,0.35706660,2.09967400
-9.24995491,0.35706660,2.10272500
-9.24862091,0.35950800,2.10882900
-9.24728691,0.36255990,2.11340700
-9.24595291,0.36255990,2.11951000
-9.24461891,0.36255990,2.12256200
-9.24328491,0.36255990,2.12561400
-9.24195091,0.36255990,2.13171800
-9.24061691,0.36255990,2.13477000
-9.23928291,0.36255990,2.13782200
-9.23794891,0.36500140,2.14239900
-9.23661491,0.36805320,2.14545100
-9.23528091,0.37110510,2.14850300
-9.23394691,0.37110510,2.15155500
-9.23261291,0.37354660,2.15613300
-9.23127891,0.37354660,2.15918400
-9.22994491,0.37659840,2.16223600
-9.22861091,0.37965030,2.16681400
-9.22727691,0.38209170,2.17139200
-9.22594291,0.38209170,2.17444400
-9.22460891,0.38514360,2.17902200
-9.22327491,0.38514360,2.18207300
-9.22194091,0.38819550,2.18512500
-9.22060691,0.38819550,2.18970300
-9.21927291,0.39063690,2.19275500
-9.21793891,0.39368880,2.19580700
-9.21660491,0.39674060,2.20038500
-9.21527091,0.39918210,2.20343600
-9.21393691,0.40223400,2.20648800
-9.21260291,0.40528580,2.20954000
-9.21126891,0.40772730,2.21411800
-9.20993491,0.41077910,2.21717000
-9.20860091,0.41383100,2.22022200
-9.20726691,0.41627250,2.22479900
-9.20593291,0.41932430,2.22785100
-9.20459891,0.42237620,2.23090300
