t[s],U_A,U_B
-10.02464558,0.21485030,1.32297700
-10.02331158,0.21485030,1.32602900
-10.02197758,0.21362960,1.32908100
-10.02064358,0.21485030,1.33365900
-10.01930958,0.21362960,1.33671100
-10.01797558,0.21210360,1.33976200
-10.01664158,0.21210360,1.34434000
-10.01530758,0.21210360,1.34739200
-10.01397358,0.21210360,1.35044400
-10.01263958,0.21362960,1.35502200
-10.01130558,0.21362960,1.35807400
-10.00997158,0.21485030,1.36112600
-10.00863758,0.21637620,1.36417700
-10.00730358,0.21759700,1.36875500
-10.00596958,0.21912290,1.37180700
-10.00463558,0.21912290,1.37485900
-10.00330158,0.21912290,1.37943700
-10.00196758,0.21912290,1.38248800
-10.00063358,0.21912290,1.38554000
-9.99929958,0.21912290,1.39011800
-9.99796558,0.21912290,1.39317000
-9.99663158,0.21759700,1.39622200
-9.99529758,0.21637620,1.40232600
-9.99396358,0.21485030,1.40537700
-9.99262958,0.21485030,1.40842900
-9.99129558,0.21637620,1.41300700
-9.98996158,0.21759700,1.41605900
-9.98862758,0.21912290,1.41911100
-9.98729358,0.21912290,1.42216300
-9.98595958,0.22064880,1.42674000
-9.98462558,0.22064880,1.42979200
-9.98329158,0.22064880,1.43284400
-9.98195758,0.22064880,1.43742200
-9.98062358,0.21912290,1.44047400
-9.97928958,0.21912290,1.44352600
-9.97795558,0.21912290,1.44810300
-9.97662158,0.22064880,1.45115500
-9.97528758,0.22064880,1.45420700
-9.97395358,0.22186960,1.46031100
-9.97261958,0.22339550,1.46336300
-9.97128558,0.22339550,1.46794000
-9.96995158,0.22339550,1.47251800
-9.96861758,0.22492140,1.47557000
-9.96728358,0.22614220,1.47862200
-9.96594958,0.22614220,1.48320000
-9.96461558,0.22766810,1.48625100
-9.96328158,0.22766810,1.48930300
-9.96194758,0.22766810,1.49082900
-9.96061358,0.22766810,1.49540700
-9.95927958,0.22766810,1.49998500
-9.95794558,0.22766810,1.50456200
-9.95661158,0.22766810,1.50914000
-9.95527758,0.22766810,1.51219200
-9.95394358,0.22919400,1.51524400
-9.95260958,0.22919400,1.52134800
-9.95127558,0.23041470,1.52440000
-9.94994158,0.23194070,1.52745100
-9.94860758,0.23194070,1.53202900
-9.94727358,0.23346660,1.53508100
-9.94593958,0.23468730,1.54118500
-9.94460558,0.23468730,1.54423700
-9.94327158,0.23468730,1.54728800
-9.94193758,0.23468730,1.55339200
-9.94060358,0.23621330,1.55797000
-9.93926958,0.23773920,1.56102200
-9.93793558,0.23773920,1.56712500
-9.93660158,0.23773920,1.57017700
-9.93526758,0.23621330,1.57322900
-9.93393358,0.23773920,1.57780700
-9.93259958,0.23895990,1.58085900
-9.93126558,0.24048590,1.58543700
-9.92993158,0.24201180,1.59001400
-9.92859758,0.24323250,1.59306600
-9.92726358,0.24323250,1.59764400
-9.92592958,0.24475840,1.60222200
-9.92459558,0.24475840,1.60527400
-9.92326158,0.24475840,1.61137700
-9.92192758,0.24475840,1.61595500
-9.92059358,0.24475840,1.62053300
-9.91925958,0.24628440,1.62511100
-9.91792558,0.24628440,1.62968900
-9.91659158,0.24628440,1.63579200
-9.91525758,0.24628440,1.63731800
-9.91392358,0.24628440,1.64189600
-9.91258958,0.24750510,1.64800000
-9.91125558,0.24903100,1.65105100
-9.90992158,0.25055700,1.65410300
-9.90858758,0.25177770,1.65868100
-9.90725358,0.25177770,1.66325900
-9.90591958,0.25177770,1.66631100
-9.90458558,0.25177770,1.67088800
-9.90325158,0.25177770,1.67546600
-9.90191758,0.25177770,1.68157000
-9.90058358,0.25177770,1.68462200
-9.89924958,0.25177770,1.68919900
-9.89791558,0.25177770,1.69377700
-9.89658158,0.25177770,1.69835500
-9.89524758,0.25330360,1.70140700
-9.89391358,0.25330360,1.70598500
-9.89257958,0.25330360,1.70903700
-9.89124558,0.25330360,1.71208800
-9.88991158,0.25330360,1.71666600
-9.88857758,0.25330360,1.72124400
-9.88724358,0.25330360,1.72429600
-9.88590958,0.25330360,1.72887300
-9.88457558,0.25482960,1.73192500
-9.88324158,0.25482960,1.73650300
-9.88190758,0.25482960,1.74260700
-9.88057358,0.25482960,1.74718500
-9.87923958,0.25482960,1.75176300
-9.87790558,0.25482960,1.75481400
-9.87657158,0.25482960,1.75786600
-9.87523758,0.25482960,1.76244400
-9.87390358,0.25482960,1.76702200
-9.87256958,0.25482960,1.77312500
-9.87123558,0.25482960,1.77617700
-9.86990158,0.25482960,1.77922900
-9.86856758,0.25482960,1.78228100
-9.86723358,0.25605030,1.78685900
-9.86589958,0.25605030,1.78991100
-9.86456558,0.25757620,1.79296200
-9.86323158,0.25910210,1.79754000
-9.86189758,0.25910210,1.80059200
-9.86056358,0.25910210,1.80364400
-9.85922958,0.26032290,1.80822200
-9.85789558,0.26184880,1.81127400
-9.85656158,0.26184880,1.81432500
-9.85522758,0.26184880,1.81737700
-9.85389358,0.26184880,1.82195500
-9.85255958,0.26184880,1.82500700
-9.85122558,0.26306950,1.82805900
-9.84989158,0.26459550,1.83263600
-9.84855758,0.26459550,1.83568800
-9.84722358,0.26459550,1.83874000
-9.84588958,0.26459550,1.84484400
-9.84455558,0.26459550,1.84789600
-9.84322158,0.26459550,1.85399900
-9.84188758,0.26459550,1.85705100
-9.84055358,0.26459550,1.86010300
-9.83921958,0.26459550,1.86315500
-9.83788558,0.26459550,1.86773300
-9.83655158,0.26459550,1.87078500
-9.83521758,0.26459550,1.87383700
-9.83388358,0.26459550,1.87688800
-9.83254958,0.26459550,1.87994000
-9.83121558,0.26459550,1.88451800
-9.82988158,0.26459550,1.88909600
-9.82854758,0.26459550,1.89214800
-9.82721358,0.26459550,1.89672500
-9.82587958,0.26612140,1.90282900
-9.82454558,0.26612140,1.90740700
-9.82321158,0.26612140,1.91351100
-9.82187758,0.26612140,1.91808800
-9.82054358,0.26612140,1.92419200
-9.81920958,0.26612140,1.92877000
-9.81787558,0.26612140,1.93182200
-9.81654158,0.26612140,1.93487300
-9.81520758,0.26612140,1.93792500
-9.81387358,0.26612140,1.94250300
-9.81253958,0.26612140,1.94860700
-9.81120558,0.26612140,1.95165900
-9.80987158,0.26612140,1.95471000
-9.80853758,0.26612140,1.96081400
-9.80720358,0.26612140,1.96539200
-9.80586958,0.26612140,1.97149600
-9.80453558,0.26612140,1.97607400
-9.80320158,0.26612140,1.98217700
-9.80186758,0.26612140,1.98675500
-9.80053358,0.26612140,1.99285900
-9.79919958,0.26612140,1.99743600
-9.79786558,0.26612140,2.00201400
-9.79653158,0.26612140,2.00811800
-9.79519758,0.26612140,2.01269600
-9.79386358,0.26612140,2.01879900
-9.79252958,0.26612140,2.02337700
-9.79119558,0.26612140,2.02948100
-9.78986158,0.26612140,2.03405900
-9.78852758,0.26612140,2.04016200
-9.78719358,0.26612140,2.04474000
-9.78585958,0.26612140,2.05084400
-9.78452558,0.26612140,2.05542200
-9.78319158,0.26612140,2.05847400
-9.78185758,0.26612140,2.06305100
-9.78052358,0.26612140,2.06762900
-9.77918958,0.26459550,2.07373300
-9.77785558,0.26306950,2.07831000
-9.77652158,0.26306950,2.08136200
-9.77518758,0.26306950,2.08746600
-9.77385358,0.26184880,2.09204400
-9.77251958,0.26032290,2.09662200
-9.77118558,0.26184880,2.09967400
-9.76985158,0.26184880,2.10272500
-9.76851758,0.26184880,2.10577700
-9.76718358,0.26184880,2.11188100
-9.76584958,0.26184880,2.11493300
-9.76451558,0.26184880,2.12103600
-9.76318158,0.26306950,2.12408800
-9.76184758,0.26306950,2.12866600
-9.76051358,0.26306950,2.13324400
-9.75917958,0.26306950,2.13629600
-9.75784558,0.26306950,2.13934800
-9.75651158,0.26459550,2.14392500
-9.75517758,0.26612140,2.14697700
-9.75384358,0.26612140,2.15002900
-9.75250958,0.26612140,2.15460700
-9.75117558,0.26734220,2.15765900
-9.74984158,0.26886810,2.16071100
-9.74850758,0.26886810,2.16376200
-9.74717358,0.27039400,2.16834000
-9.74583958,0.27039400,2.17291800
-9.74450558,0.27039400,2.17749600
-9.74317158,0.27161470,2.18054700
-9.74183758,0.27314070,2.18359900
-9.74050358,0.27314070,2.18665100
-9.73916958,0.27466660,2.19275500
-9.73783558,0.27466660,2.19580700
-9.73650157,0.27588730,2.20038500
-9.73516757,0.27741320,2.20343600
-9.73383357,0.27741320,2.20648800
-9.73249957,0.27893920,2.20954000
-9.73116557,0.28015990,2.21564400
-9.72983157,0.28015990,2.21869600
-9.72849757,0.28168580,2.22327300
-9.72716357,0.28321180,2.22632500
-9.72582957,0.28443250,2.22937700
-9.72449557,0.28443250,2.23242900
-9.72316157,0.28595840,2.23700700
-9.72182757,0.28748430,2.24005900
-9.72049357,0.28870510,2.24311000
-9.71915957,0.29023100,2.24768800
-9.71782557,0.29023100,2.25074000
-9.71649157,0.29175700,2.25379200
-9.71515757,0.29297770,2.25837000
-9.71382357,0.29297770,2.26142100
-9.71248957,0.29450360,2.26447300
-9.71115557,0.29602950,2.27057700
-9.70982157,0.29725030,2.27362900
-9.70848757,0.29877620,2.27668100
-9.70715357,0.30030210,2.28125900
-9.70581957,0.30152290,2.28431000
-9.70448557,0.30304880,2.28736200
-9.70315157,0.30457470,2.29041400
-9.70181757,0.30579550,2.29651800
-9.70048357,0.30732140,2.30109500
-9.69914957,0.30854210,2.30567300
-9.69781557,0.31006810,2.31025100
-9.69648157,0.31159400,2.31330300
-9.69514757,0.31281470,2.31788100
-9.69381357,0.31434070,2.32093300
-9.69247957,0.31586660,2.32398500
-9.69114557,0.31708730,2.32856200
-9.68981157,0.31861320,2.33161400
-9.68847757,0.32013920,2.33466600
-9.68714357,0.32135990,2.33924400
-9.68580957,0.32135990,2.34229600
-9.68447557,0.32288580,2.34534700
-9.68314157,0.32441170,2.35145100
-9.68180757,0.32563250,2.35450300
-9.68047357,0.32715840,2.35755500
-9.67913957,0.32868440,2.36213300
-9.67780557,0.32868440,2.36518400
-9.67647157,0.32990510,2.36976200
-9.67513757,0.33143100,2.37586600
-9.67380357,0.33295690,2.37891800
-9.67246957,0.33417770,2.38197000
-9.67113557,0.33417770,2.38654800
-9.66980157,0.33417770,2.39112500
-9.66846757,0.33570360,2.39722900
-9.66713357,0.33722950,2.40028100
-9.66579957,0.33722950,2.40485900
-9.66446557,0.33722950,2.41096200
-9.66313157,0.33845030,2.41401400
-9.66179757,0.33845030,2.41706600
-9.66046357,0.33997620,2.42317000
-9.65912957,0.34150210,2.42774700
-9.65779557,0.34150210,2.43385100
-9.65646157,0.34150210,2.43690300
-9.65512757,0.34150210,2.43995500
-9.65379357,0.34150210,2.44453300
-9.65245957,0.34272290,2.44911100
-9.65112557,0.34272290,2.45521400
-9.64979157,0.34272290,2.45826600
-9.64845757,0.34424880,2.46284400
-9.64712357,0.34424880,2.46894700
-9.64578957,0.34424880,2.47199900
-9.64445557,0.34577470,2.47810300
-9.64312157,0.34577470,2.48268100
-9.64178757,0.34577470,2.48878500
-9.64045357,0.34577470,2.49336200
-9.63911957,0.34699540,2.49641400
-9.63778557,0.34699540,2.50099200
-9.63645157,0.34699540,2.50404400
-9.63511757,0.34699540,2.50862100
-9.63378357,0.34699540,2.51472500
-9.63244957,0.34852140,2.51777700
-9.63111557,0.35004730,2.52388000
-9.62978157,0.35004730,2.52693300
-9.62844757,0.35279400,2.53151000
-9.62711357,0.35401470,2.53761400
-9.62577957,0.35401470,2.54219200
-9.62444557,0.35554060,2.54829500
-9.62311157,0.35706660,2.55287300
-9.62177757,0.35706660,2.55897700
-9.62044357,0.35706660,2.56355500
-9.61910957,0.35706660,2.56965900
-9.61777557,0.35706660,2.57271000
-9.61644157,0.35706660,2.57576200
-9.61510757,0.35828730,2.58186600
-9.61377357,0.35981320,2.58644400
-9.61243957,0.36133920,2.59254700
-9.61110557,0.36255990,2.59407300
-9.60977157,0.36408580,2.59865100
-9.60843757,0.36561170,2.60475500
-9.60710357,0.36683250,2.60780700
-9.60576957,0.36835840,2.61238500
-9.60443557,0.36835840,2.61696200
-9.60310157,0.36988430,2.62154000
-9.60176757,0.37110510,2.62764400
-9.60043357,0.37263100,2.63069500
-9.59909957,0.37415690,2.63374800
-9.59776557,0.37415690,2.63985100
-9.59643157,0.37415690,2.64290300
-9.59509757,0.37537770,2.64595500
-9.59376357,0.37690360,2.65053200
-9.59242957,0.37690360,2.65358400
-9.59109557,0.37842950,2.65663600
-9.58976157,0.37965030,2.65968800
-9.58842757,0.38117620,2.66579200
-9.58709357,0.38270210,2.67036900
-9.58575957,0.38392280,2.67494700
-9.58442557,0.38544880,2.67799900
-9.58309157,0.38697470,2.68105100
-9.58175757,0.38819550,2.68562900
-9.58042357,0.38972140,2.68868100
-9.57908957,0.39124730,2.69173300
-9.57775557,0.39246800,2.69631000
-9.57642157,0.39399390,2.69936200
-9.57508757,0.39551990,2.70241400
-9.57375357,0.39674060,2.70851800
-9.57241957,0.39826660,2.71157000
-9.57108557,0.39948730,2.71462200
-9.56975157,0.40101320,2.71767300
-9.56841757,0.40253910,2.72225100
-9.56708357,0.40375990,2.72530300
-9.56574957,0.40528580,2.72835500
-9.56441557,0.40681170,2.73293300
-9.56308157,0.40803250,2.73598400
-9.56174757,0.40955840,2.73903600
-9.56041357,0.41108430,2.74361400
-9.55907957,0.41230510,2.74666600
-9.55774557,0.41383100,2.74971800
-9.55641157,0.41535690,2.75429500
-9.55507757,0.41657770,2.75734700
-9.55374357,0.41810360,2.76192500
-9.55240957,0.41962950,2.76650300
-9.55107557,0.42085020,2.76955500
-9.54974157,0.42237620,2.77260700
-9.54840757,0.42390210,2.77718400
-9.54707357,0.42512280,2.77871000
-9.54573957,0.42512280,2.78176200
-9.54440557,0.42664880,2.78481400
-9.54307157,0.42664880,2.79091800
-9.54173757,0.42664880,2.79549600
-9.54040357,0.42817470,2.79702100
-9.53906957,0.42817470,2.80159900
-9.53773557,0.42817470,2.80465100
-9.53640157,0.42939540,2.80770300
-9.53506757,0.43092130,2.81380700
-9.53373357,0.43244730,2.81685800
-9.53239957,0.43366800,2.81991000
-9.53106557,0.43519400,2.82448800
-9.52973157,0.43519400,2.82754000
-9.52839757,0.43519400,2.83059200
-9.52706357,0.43519400,2.83516900
-9.52572957,0.43519400,2.83974700
-9.52439557,0.43519400,2.84432500
-9.52306157,0.43519400,2.84890300
-9.52172757,0.43519400,2.85348100
-9.52039357,0.43519400,2.85958400
-9.51905957,0.43671990,2.86263600
-9.51772557,0.43671990,2.86721400
-9.51639157,0.43671990,2.87179200
-9.51505757,0.43671990,2.87484400
-9.51372357,0.43671990,2.87942100
-9.51238957,0.43794060,2.88552500
-9.51105557,0.43946650,2.89010300
-9.50972157,0.44099250,2.89468100
-9.50838757,0.44099250,2.89925800
-9.50705357,0.44373910,2.90536200
-9.50571957,0.44373910,2.90841400
-9.50438557,0.44373910,2.90994000
-9.50305157,0.44373910,2.91604400
-9.50171757,0.44373910,2.91909600
-9.50038357,0.44495990,2.92214700
-9.49904957,0.44648580,2.92825100
-9.49771557,0.44801170,2.93282900
-9.49638157,0.44923250,2.93588100
-9.49504757,0.44923250,2.94198400
-9.49371357,0.45075840,2.94656200
-9.49237957,0.45075840,2.95114000
-9.49104557,0.45228430,2.95571800
-9.48971157,0.45350500,2.95877000
-9.48837757,0.45503100,2.96487300
-9.48704357,0.45503100,2.96945100
-9.48570957,0.45503100,2.97402900
-9.48437557,0.45655690,2.97708100
-9.48304157,0.45655690,2.98013200
-9.48170757,0.45655690,2.98318400
-9.48037357,0.45777760,2.98776200
-9.47903957,0.45930360,2.99081400
-9.47770557,0.46082950,2.99386600
-9.47637157,0.46205020,2.99996900
-9.47503757,0.46357620,3.00454700
-9.47370357,0.46357620,3.00912500
-9.47236957,0.46510210,3.01217700
-9.47103557,0.46632280,3.01522900
-9.46970157,0.46632280,3.01980600
-9.46836757,0.46784870,3.02285900
-9.46703357,0.46937470,3.02591000
-9.46569957,0.47059540,3.02896200
-9.46436557,0.47212130,3.03354000
-9.46303157,0.47364730,3.03659200
-9.46169757,0.47486800,3.03964400
-9.46036357,0.47639390,3.04422100
-9.45902957,0.47791980,3.04727300
-9.45769557,0.47914060,3.05032500
-9.45636157,0.48066650,3.05490300
-9.45502757,0.48219250,3.05795500
-9.45369357,0.48341320,3.06100600
-9.45235957,0.48493910,3.06405800
-9.45102557,0.48646500,3.06863600
-9.44969157,0.48768580,3.07168800
-9.44835757,0.48921170,3.07474000
-9.44702357,0.49043240,3.07931800
-9.44568957,0.49195840,3.08237000
-9.44435557,0.49348430,3.08542100
-9.44302157,0.49470510,3.08999900
-9.44168757,0.49623100,3.09305100
-9.44035357,0.49775690,3.09610300
-9.43901957,0.49897760,3.10068100
-9.43768557,0.50050350,3.10373300
-9.43635157,0.50202950,3.10678400
-9.43501757,0.50325020,3.10983600
-9.43368357,0.50477610,3.11441400
-9.43234957,0.50630210,3.11746600
-9.43101557,0.50752280,3.12051800
-9.42968157,0.51057460,3.12662100
-9.42834757,0.51179540,3.12967300
-9.42701357,0.51332130,3.13272500
-9.42567957,0.51484730,3.13730300
-9.42434557,0.51484730,3.14035500
-9.42301157,0.51759390,3.14340600
-9.42167757,0.51759390,3.14798400
-9.42034357,0.51911990,3.15103600
-9.41900957,0.52034060,3.15408800
-9.41767557,0.52186650,3.15866600
-9.41634157,0.52339240,3.16171800
-9.41500757,0.52339240,3.16476900
-9.41367357,0.52339240,3.16782100
-9.41233957,0.52339240,3.17239900
-9.41100557,0.52461320,3.17545100
-9.40967157,0.52613910,3.17850300
-9.40833757,0.52766500,3.18308100
-9.40700357,0.52888580,3.18613200
-9.40566957,0.52888580,3.18918400
-9.40433557,0.52888580,3.19376200
-9.40300157,0.53041170,3.19681400
-9.40166757,0.53315840,3.19986600
-9.40033357,0.53590500,3.20444300
-9.39899957,0.53590500,3.20749500
-9.39766557,0.53743090,3.21054700
-9.39633157,0.54017760,3.21359900
-9.39499757,0.54017760,3.21817700
-9.39366357,0.54017760,3.22122900
-9.39232957,0.54017760,3.22428000
-9.39099557,0.54170350,3.22885800
-9.38966157,0.54322950,3.23191000
-9.38832757,0.54597620,3.23496200
-9.38699357,0.54750200,3.23954000
-9.38565957,0.54872280,3.24259200
-9.38432557,0.55177470,3.24564300
-9.38299157,0.55177470,3.25174700
-9.38165757,0.55299540,3.25479900
-9.38032357,0.55299540,3.25785100
-9.37898957,0.55452130,3.26242900
-9.37765557,0.55604730,3.26548100
-9.37632157,0.55726800,3.27005800
-9.37498757,0.55879390,3.27463600
-9.37365357,0.55879390,3.27921400
-9.37231957,0.56031980,3.28226600
-9.37098557,0.56154060,3.28836900
-9.36965157,0.56306650,3.28989500
-9.36831757,0.56459240,3.29447300
-9.36698357,0.56581320,3.30057700
-9.36564957,0.56733910,3.30362800
-9.36431557,0.56886500,3.30820700
-9.36298157,0.57008580,3.31278400
-9.36164757,0.57161170,3.31736200
-9.36031357,0.57313760,3.32041400
-9.35897957,0.57435830,3.32194000
-9.35764557,0.57588430,3.32651800
-9.35631157,0.57741020,3.32956900
-9.35497757,0.57863090,3.33414700
-9.35364357,0.58015690,3.33719900
-9.35230957,0.58137760,3.34330300
-9.35097557,0.58290350,3.34788100
-9.34964157,0.58442940,3.35245800
-9.34830757,0.58565020,3.35703600
-9.34697357,0.58717610,3.36008800
-9.34563957,0.58870200,3.36619200
-9.34430557,0.58870200,3.37076900
-9.34297157,0.58992280,3.37534700
-9.34163757,0.59144870,3.37992500
-9.34030357,0.59297470,3.38450300
-9.33896957,0.59419540,3.39060600
-9.33763557,0.59419540,3.39518400
-9.33630157,0.59572130,3.40128800
-9.33496757,0.59724720,3.40434000
-9.33363357,0.59846790,3.40739200
-9.33229957,0.59999390,3.41196900
-9.33096557,0.60274060,3.41654700
-9.32963157,0.60579240,3.42112500
-9.32829757,0.60701320,3.42570300
-9.32696357,0.60853910,3.42875500
-9.32562957,0.61006500,3.43333200
-9.32429557,0.61128570,3.43791000
-9.32296157,0.61281170,3.44096200
-9.32162757,0.61555830,3.44706600
-9.32029357,0.61861020,3.45164300
-9.31895957,0.61983090,3.45469500
-9.31762557,0.61983090,3.45927300
-9.31629157,0.61983090,3.46232500
-9.31495757,0.61983090,3.46690300
-9.31362357,0.62288280,3.47300600
-9.31228957,0.62410350,3.47605800
-9.31095557,0.62562940,3.48216200
-9.30962157,0.62837610,3.48521400
-9.30828757,0.63112280,3.48979100
-9.30695357,0.63417460,3.49437000
-9.30561957,0.63539530,3.49742100
-9.30428557,0.63692130,3.50199900
-9.30295157,0.63844720,3.50657700
-9.30161757,0.63966800,3.50962900
-9.30028357,0.64119390,3.51268100
-9.29894957,0.64271980,3.51725800
-9.29761557,0.64546640,3.52183600
-9.29628157,0.64699240,3.52794000
-9.29494757,0.64973910,3.53251700
-9.29361357,0.65126500,3.53709500
-9.29227957,0.65248570,3.54167300
-9.29094557,0.65401170,3.54472500
-9.28961157,0.65553760,3.55082900
-9.28827757,0.65828420,3.55388000
-9.28694357,0.65981020,3.55845800
-9.28560956,0.66103090,3.56303600
-9.28427556,0.66255680,3.56608800
-9.28294156,0.66408280,3.56913900
-9.28160756,0.66530350,3.57371800
-9.28027356,0.66682940,3.57676900
-9.27893956,0.66835530,3.57982100
-9.27760556,0.66957610,3.58287300
-9.27627156,0.67110200,3.58897700
-9.27493756,0.67232280,3.59202900
-9.27360356,0.67384870,3.59813200
-9.27226956,0.67537460,3.60271000
-9.27093556,0.67812130,3.60881400
-9.26960156,0.67964720,3.61339100
-9.26826756,0.68086800,3.61796900
-9.26693356,0.68239380,3.62254700
-9.26559956,0.68391980,3.62559900
-9.26426556,0.68514060,3.63170300
-9.26293156,0.68666650,3.63475400
-9.26159756,0.68819240,3.63933200
-9.26026356,0.68941310,3.64391000
-9.25892956,0.69093910,3.64696200
-9.25759556,0.69246500,3.65154000
-9.25626156,0.69521160,3.65764400
-9.25492756,0.69795830,3.66222100
-9.25359356,0.69948420,3.66832500
-9.25225956,0.70101020,3.67290300
-9.25092556,0.70223090,3.67900600
-9.24959156,0.70375680,3.68358400
-9.24825756,0.70650350,3.68968800
-9.24692356,0.70955530,3.69426500
-9.24558956,0.71077610,3.69884300
-9.24425556,0.71077610,3.70342100
-9.24292156,0.71382790,3.70799900
-9.24158756,0.71657460,3.71410300
-9.24025356,0.71657460,3.71868000
-9.23891956,0.71932130,3.72478400
-9.23758556,0.72084720,3.72936200
-9.23625156,0.72084720,3.73546600
-9.23491756,0.72237310,3.74004300
-9.23358356,0.72511980,3.74462100
-9.23224956,0.72786650,3.75072500
-9.23091556,0.72939230,3.75530300
-9.22958156,0.73213910,3.76140600
-9.22824756,0.73366500,3.76598400
-9.22691356,0.73641160,3.77208800
-9.22557956,0.73793760,3.77666600
-9.22424556,0.73946350,3.78276900
-9.22291156,0.74068420,3.78734700
-9.22157756,0.74221010,3.79039900
-9.22024356,0.74373610,3.79650300
-9.21890956,0.74495680,3.80108000
-9.21757556,0.74648270,3.80718400
-9.21624156,0.74800870,3.81176200
-9.21490756,0.74922940,3.81786600
-9.21357356,0.75075530,3.82244300
-9.21223956,0.75228120,3.82549500
-9.21090556,0.75350200,3.83159900
-9.20957156,0.75502790,3.83617700
-9.20823756,0.75655380,3.84228000
-9.20690356,0.75777460,3.84685800
-9.20556956,0.75930050,3.85296200
-9.20423556,0.76082650,3.85754000
-9.20290156,0.76204720,3.86364300
-9.20156756,0.76357310,3.86669500
-9.20023356,0.76509900,3.86974700
-9.19889956,0.76631980,3.87585100
-9.19756556,0.76784570,3.88042800
-9.19623156,0.76937160,3.88653200
-9.19489756,0.77059240,3.89111000
-9.19356356,0.77211830,3.89416200
-9.19222956,0.77364420,3.90026500
-9.19089556,0.77486500,3.90331700
-9.18956156,0.77791680,3.90942100
-9.18822756,0.77913760,3.91399900
-9.18689356,0.78218940,3.92010200
-9.18555956,0.78218940,3.92468000
-9.18422556,0.78341010,3.92773200
-9.18289156,0.78493610,3.93231000
-9.18155756,0.78646200,3.93688800
-9.18022356,0.78768270,3.93993900
-9.17888956,0.78920870,3.94451700
-9.17755556,0.79073460,3.94909500
-9.17622156,0.79195530,3.95214700
-9.17488756,0.79348120,3.95825100
-9.17355356,0.79500720,3.96282900
-9.17221956,0.79622790,3.96740600
-9.17088556,0.79622790,3.97045800
-9.16955156,0.79622790,3.97351000
-9.16821756,0.79775380,3.97961400
-9.16688356,0.79927970,3.98266600
-9.16554956,0.80050050,3.98571700
-9.16421556,0.80202650,3.99182100
-9.16288156,0.80202650,3.99639900
-9.16154756,0.80202650,4.00097700
-9.16021356,0.80355230,4.00402800
-9.15887956,0.80477310,4.00860600
-9.15754556,0.80477310,4.01318400
