t[s],U_A,U_B
-9.92229288,0.08545183,8.29340600
-9.92095888,0.08545183,8.21863500
-9.91962488,0.08545183,8.13928700
-9.91829088,0.08545183,8.05841300
-9.91695688,0.08545183,7.97601200
-9.91562288,0.08545183,7.89056100
-9.91428888,0.08667257,7.80358300
-9.91295488,0.08819849,7.71355300
-9.91162088,0.08972442,7.62199800
-9.91028688,0.08972442,7.52739000
-9.90895288,0.08972442,7.43125700
-9.90761888,0.09094516,7.33054600
-9.90628488,0.09247109,7.22830900
-9.90495088,0.09247109,7.12302000
-9.90361688,0.09247109,7.01620500
-9.90228288,0.09247109,6.90633900
-9.90094888,0.09399701,6.79494600
-9.89961488,0.09521775,6.68050200
-9.89828088,0.09674367,6.56453100
-9.89694688,0.09826960,6.44398300
-9.89561288,0.09949034,6.32343500
-9.89427888,0.10101630,6.19830900
-9.89294488,0.10101630,6.19830900
-9.89161088,0.10254220,6.19678300
-9.89027688,0.10376290,6.19068000
-9.88894288,0.10528890,6.18457600
-9.88760888,0.10681480,6.17542000
-9.88627488,0.10681480,6.16321300
-9.88494088,0.10803550,6.14948000
-9.88360688,0.10803550,6.13116800
-9.88227288,0.10956150,6.11285700
-9.88093888,0.11108740,6.09149500
-9.87960487,0.11230810,6.06860600
-9.87827087,0.11383400,6.04113900
-9.87693687,0.11536000,6.01214600
-9.87560287,0.11658070,5.98010200
-9.87426887,0.11810660,5.94653100
-9.87293487,0.11963260,5.91143600
-9.87160087,0.12085330,5.87328700
-9.87026687,0.12237920,5.83208800
-9.86893287,0.12237920,5.78936100
-9.86759887,0.12390520,5.74358400
-9.86626487,0.13092440,5.69628000
-9.86493087,0.24048590,5.64439800
-9.86359687,0.39551990,5.56352400
-9.86226287,0.55055390,5.50706500
-9.86092887,0.70558790,5.39262100
-9.85959487,0.86062200,5.27054700
-9.85826087,1.01565600,5.14694700
-9.85692687,1.17069000,5.02334600
-9.85559287,1.32572400,4.89974700
-9.85425887,1.48075800,4.77614700
-9.85292487,1.63579200,4.65254700
-9.85159087,1.79082600,4.52894700
-9.85025687,1.94586000,4.40534700
-9.84892287,2.09967400,4.28174700
-9.84758887,2.25470800,4.15967300
-9.84625487,2.40821600,4.03454700
-9.84492087,2.56202900,3.91094700
-9.84358687,2.71706300,3.78734700
-9.84225287,2.87057100,3.66527300
-9.84091887,3.02407900,3.54167300
-9.83958487,3.17911300,3.41959900
-9.83825087,3.33414700,3.29447300
-9.83691687,3.48918100,3.17087300
-9.83558287,3.64452000,3.17087300
-9.83424887,3.79955400,3.16934700
-9.83291487,3.95458800,3.16934700
-9.83158087,4.10962200,3.16934700
-9.83024687,4.10657100,3.16934700
-9.82891287,4.10229800,3.16934700
-9.82757887,4.09802500,3.16934700
-9.82624487,4.09375300,3.16934700
-9.82491087,4.09253200,3.16934700
-9.82357687,4.08948000,3.16934700
-9.82224287,4.08520700,3.16934700
-9.82090887,4.08246100,3.16934700
-9.81957487,4.08093500,3.16934700
-9.81824087,4.07971400,3.16934700
-9.81690687,4.07818800,3.16934700
-9.81557287,4.07544200,3.16934700
-9.81423887,4.07239000,3.16934700
-9.81290487,4.06964300,3.16934700
-9.81157087,4.06689600,3.16934700
-9.81023687,4.06384500,3.16934700
-9.80890287,4.06109800,3.16934700
-9.80756887,4.05987700,3.16934700
-9.80623487,4.05682600,3.16934700
-9.80490087,4.05407900,3.16934700
-9.80356687,4.05133200,3.16934700
-9.80223287,4.04828000,3.16934700
-9.80089887,4.04706000,3.16934700
-9.79956487,4.04400800,3.16934700
-9.79823087,4.04400800,3.16934700
-9.79689687,4.04278700,3.16934700
-9.79556287,4.04126100,3.16782100
-9.79422887,4.03973500,3.16782100
-9.79289487,4.03851400,3.16782100
-9.79156087,4.03698800,3.16782100
-9.79022687,4.03546200,3.16782100
-9.78889287,4.03424200,3.16782100
-9.78755887,4.03271600,3.16782100
-9.78622487,4.03119000,3.16629500
-9.78489087,4.02966400,3.16629500
-9.78355687,4.02844300,3.16629500
-9.78222287,4.02691700,3.16629500
-9.78088887,4.01989800,3.16629500
-9.77955487,3.91033700,3.16324400
-9.77822087,3.75530300,3.16324400
-9.77688687,3.60026900,3.16324400
-9.77555287,3.44523500,3.16324400
-9.77421887,3.29020000,3.16324400
-9.77288487,3.13516600,3.16324400
-9.77155087,2.98013200,3.16324400
-9.77021687,2.82509900,3.16171800
-9.76888287,2.67006400,3.16019200
-9.76754887,2.51503000,3.16019200
-9.76621487,2.35999600,3.15866600
-9.76488087,2.20465700,3.15714000
-9.76354687,2.04962300,3.15561400
-9.76221287,1.89458900,3.15561400
-9.76087887,1.73955500,3.15561400
-9.75954487,1.58452100,3.15408800
-9.75821087,1.42948700,3.15408800
-9.75687687,1.27445300,3.15103600
-9.75554287,1.11941900,3.15103600
-9.75420887,0.96438490,3.14951000
-9.75287487,0.80935080,3.14951000
-9.75154087,0.65431680,3.14798400
-9.75020687,0.49928280,3.14645800
-9.74887287,0.34424880,3.14493200
-9.74753887,0.18921480,3.14493200
-9.74620487,0.03418073,3.14340600
-9.74487087,0.03692740,3.14340600
-9.74353687,0.03967406,3.14340600
-9.74220287,0.04272591,3.14035500
-9.74086887,0.04699850,3.14035500
-9.73953487,0.04974517,3.13882900
-9.73820087,0.05249184,3.13730300
-9.73686687,0.05554369,3.13577700
-9.73553287,0.05829035,3.13425100
-9.73419887,0.06103702,3.13272500
-9.73286487,0.06256294,3.13119900
-9.73153087,0.06408887,3.12814700
-9.73019687,0.06530961,3.12814700
-9.72886287,0.06683554,3.12814700
-9.72752887,0.06958220,3.12662100
-9.72619487,0.07110813,3.12509500
-9.72486087,0.07263406,3.12356900
-9.72352687,0.07538072,3.12204400
-9.72219287,0.07690664,3.12051800
-9.72085887,0.07812738,3.11899200
-9.71952487,0.07965331,3.11594000
-9.71819087,0.08239998,3.11441400
-9.71685687,0.08392590,3.11288800
-9.71552287,0.08667257,3.11136200
-9.71418887,0.08972442,3.10983600
-9.71285487,0.09094516,3.10831000
-9.71152087,0.09247109,3.10525800
-9.71018687,0.09247109,3.10373300
-9.70885287,0.09399701,3.10220700
-9.70751887,0.09521775,3.10068100
-9.70618487,0.09521775,3.09915400
-9.70485087,0.09521775,3.09762900
-9.70351687,0.09521775,3.09610300
-9.70218287,0.09521775,3.09305100
-9.70084887,0.09674367,3.09152500
-9.69951487,0.09674367,3.08999900
-9.69818087,0.09674367,3.08847300
-9.69684687,0.09674367,3.08694700
-9.69551287,0.09674367,3.08542100
-9.69417887,0.09826960,3.08237000
-9.69284487,0.09949034,3.08084300
-9.69151087,0.10101630,3.07931800
-9.69017687,0.10254220,3.07626600
-9.68884287,0.10376290,3.07474000
-9.68750887,0.10528890,3.07321400
-9.68617487,0.10681480,3.07016200
-9.68484087,0.10681480,3.06863600
-9.68350687,0.10803550,3.06711000
-9.68217287,0.10956150,3.06558400
-9.68083887,0.10956150,3.06405800
-9.67950487,0.11108740,3.06253200
-9.67817087,0.11108740,3.05948000
-9.67683687,0.11230810,3.05795500
-9.67550287,0.11383400,3.05642900
-9.67416887,0.11536000,3.05337700
-9.67283487,0.11658070,3.05185100
-9.67150087,0.11810660,3.05032500
-9.67016687,0.11963260,3.04727300
-9.66883287,0.12085330,3.04422100
-9.66749887,0.12237920,3.04269600
-9.66616487,0.12390520,3.03964400
-9.66483087,0.12512590,3.03811800
-9.66349687,0.12512590,3.03506600
-9.66216287,0.12665180,3.03354000
-9.66082887,0.12817770,3.03201400
-9.65949487,0.12817770,3.03048800
-9.65816087,0.12939850,3.02743600
-9.65682687,0.12939850,3.02438400
-9.65549287,0.12939850,3.02285900
-9.65415887,0.12939850,3.01980600
-9.65282487,0.13092440,2.96029500
-9.65149087,0.13245030,2.83669500
-9.65015687,0.13245030,2.71462200
-9.64882287,0.13245030,2.58949500
-9.64748887,0.13367110,2.46589600
-9.64615487,0.13519700,2.34229600
-9.64482087,0.13672290,2.22022200
-9.64348687,0.13794370,2.09662200
-9.64215287,0.13794370,1.97149600
-9.64081887,0.13946960,1.84942200
-9.63948487,0.13946960,1.72429600
-9.63815087,0.13946960,1.60069600
-9.63681687,0.14099550,1.47862200
-9.63548287,0.14221630,1.35502200
-9.63414887,0.14374220,1.23142200
-9.63281487,0.14374220,1.10629600
-9.63148087,0.14526810,0.98422190
-9.63014687,0.14526810,0.85909610
-9.62881287,0.14526810,0.73549600
-9.62747887,0.14526810,0.61342200
-9.62614487,0.14526810,0.48829620
-9.62481087,0.14648880,0.36469620
-9.62347687,0.14648880,0.24262220
-9.62214287,0.14648880,0.11902220
-9.62080887,0.14648880,-0.00305185
-9.61947487,0.14648880,-0.00305185
-9.61814087,0.14801480,-0.00305185
-9.61680687,0.14954070,-0.00305185
-9.61547287,0.14954070,-0.00305185
-9.61413887,0.15076140,-0.00305185
-9.61280487,0.15228740,-0.00305185
-9.61147087,0.15381330,-0.00305185
-9.61013687,0.15503400,-0.00305185
-9.60880287,0.15503400,-0.00305185
-9.60746887,0.15503400,-0.00305185
-9.60613487,0.15503400,-0.00305185
-9.60480087,0.15503400,-0.00305185
-9.60346687,0.15503400,-0.00305185
-9.60213287,0.15503400,-0.00305185
-9.60079887,0.15503400,-0.00305185
-9.59946487,0.15656000,-0.00305185
-9.59813087,0.15656000,-0.00305185
-9.59679687,0.15656000,-0.00305185
-9.59546287,0.15808590,-0.00305185
-9.59412887,0.15808590,-0.00305185
-9.59279487,0.15930660,-0.00305185
-9.59146087,0.15930660,-0.00305185
-9.59012687,0.15930660,-0.00305185
-9.58879287,0.15930660,-0.00305185
-9.58745887,0.15930660,-0.00305185
-9.58612487,0.15808590,-0.00305185
-9.58479087,0.15808590,-0.00305185
-9.58345687,0.15808590,-0.00305185
-9.58212287,0.15808590,-0.00305185
-9.58078887,0.15808590,-0.00305185
-9.57945487,0.15808590,-0.00305185
-9.57812087,0.15930660,-0.00305185
-9.57678687,0.15930660,-0.00305185
-9.57545287,0.15930660,-0.00305185
-9.57411887,0.16083250,-0.00305185
-9.57278487,0.16083250,-0.00305185
-9.57145087,0.16235850,-0.00305185
-9.57011687,0.16235850,-0.00305185
-9.56878287,0.16235850,-0.00305185
-9.56744887,0.16235850,-0.00305185
-9.56611487,0.16235850,-0.00305185
-9.56478087,0.16083250,-0.00305185
-9.56344687,0.15930660,-0.00305185
-9.56211287,0.15808590,-0.00305185
-9.56077887,0.15808590,-0.00305185
-9.55944487,0.15656000,-0.00305185
-9.55811087,0.15656000,-0.00305185
-9.55677687,0.15656000,-0.00305185
-9.55544287,0.15656000,-0.00305185
-9.55410887,0.15808590,-0.00305185
-9.55277487,0.15808590,-0.00305185
-9.55144087,0.15808590,-0.00305185
-9.55010687,0.15808590,-0.00305185
-9.54877287,0.15808590,-0.00305185
-9.54743887,0.15808590,-0.00305185
-9.54610487,0.15808590,-0.00305185
-9.54477087,0.15808590,-0.00305185
-9.54343687,0.15808590,-0.00305185
-9.54210287,0.15808590,-0.00305185
-9.54076887,0.15808590,-0.00305185
-9.53943487,0.15656000,-0.00305185
-9.53810087,0.15656000,-0.00305185
-9.53676687,0.15656000,-0.00305185
-9.53543287,0.15808590,-0.00305185
-9.53409887,0.15930660,-0.00305185
-9.53276487,0.15930660,-0.00305185
-9.53143087,0.15930660,-0.00305185
-9.53009687,0.15930660,-0.00305185
-9.52876287,0.15930660,-0.00305185
-9.52742887,0.15930660,-0.00305185
-9.52609487,0.15930660,-0.00305185
-9.52476087,0.15930660,-0.00305185
-9.52342687,0.15930660,-0.00305185
-9.52209287,0.15930660,-0.00305185
-9.52075887,0.15930660,-0.00305185
-9.51942487,0.15930660,-0.00305185
-9.51809087,0.15930660,-0.00305185
-9.51675687,0.15930660,-0.00305185
-9.51542287,0.15808590,-0.00305185
-9.51408887,0.15808590,-0.00305185
-9.51275487,0.15808590,-0.00305185
-9.51142087,0.15808590,-0.00305185
-9.51008687,0.15808590,-0.00305185
-9.50875287,0.15808590,-0.00305185
-9.50741887,0.15808590,-0.00305185
-9.50608487,0.15808590,-0.00305185
-9.50475087,0.15808590,-0.00305185
-9.50341687,0.15808590,-0.00305185
-9.50208287,0.15808590,-0.00305185
-9.50074887,0.15930660,-0.00305185
-9.49941487,0.15808590,-0.00305185
-9.49808087,0.15808590,-0.00305185
-9.49674687,0.15808590,-0.00305185
-9.49541287,0.15808590,-0.00305185
-9.49407887,0.15808590,-0.00305185
-9.49274487,0.15808590,-0.00152593
-9.49141087,0.15808590,-0.00152593
-9.49007687,0.15808590,-0.00152593
-9.48874287,0.15808590,-0.00152593
-9.48740887,0.15808590,-0.00152593
-9.48607487,0.15808590,-0.00152593
-9.48474087,0.15808590,-0.00152593
-9.48340687,0.15808590,-0.00152593
-9.48207287,0.15808590,-0.00152593
-9.48073887,0.15808590,-0.00152593
-9.47940487,0.15930660,-0.00152593
-9.47807087,0.16083250,-0.00152593
-9.47673687,0.16235850,-0.00152593
-9.47540287,0.16235850,-0.00152593
-9.47406887,0.16357920,-0.00152593
-9.47273487,0.16357920,-0.00152593
-9.47140087,0.16357920,-0.00152593
-9.47006687,0.16357920,-0.00152593
-9.46873287,0.16357920,-0.00152593
-9.46739887,0.16357920,-0.00152593
-9.46606487,0.16357920,-0.00152593
-9.46473087,0.16357920,-0.00152593
-9.46339687,0.16357920,-0.00152593
-9.46206287,0.16357920,-0.00152593
-9.46072887,0.16357920,-0.00152593
-9.45939487,0.16357920,-0.00152593
-9.45806087,0.16357920,-0.00152593
-9.45672687,0.16357920,-0.00152593
-9.45539287,0.16357920,-0.00152593
-9.45405887,0.16510510,-0.00152593
-9.45272487,0.16510510,-0.00152593
-9.45139087,0.16510510,-0.00152593
-9.45005687,0.16510510,-0.00152593
-9.44872287,0.16510510,-0.00152593
-9.44738887,0.16510510,-0.00152593
-9.44605487,0.16510510,-0.00152593
-9.44472087,0.16510510,-0.00152593
-9.44338687,0.16510510,-0.00152593
-9.44205287,0.16510510,-0.00152593
-9.44071887,0.16510510,-0.00152593
-9.43938487,0.16357920,-0.00152593
-9.43805087,0.16357920,-0.00152593
-9.43671687,0.16357920,-0.00152593
-9.43538287,0.16357920,-0.00152593
-9.43404887,0.16357920,-0.00152593
-9.43271487,0.16357920,-0.00152593
-9.43138087,0.16357920,-0.00152593
-9.43004687,0.16510510,-0.00152593
-9.42871286,0.16510510,-0.00152593
-9.42737886,0.16510510,-0.00152593
-9.42604486,0.16510510,-0.00152593
-9.42471086,0.16510510,-0.00152593
-9.42337686,0.16510510,-0.00152593
-9.42204286,0.16510510,-0.00152593
-9.42070886,0.16510510,-0.00152593
-9.41937486,0.16510510,-0.00152593
-9.41804086,0.16510510,-0.00152593
-9.41670686,0.16510510,-0.00152593
-9.41537286,0.16510510,-0.00152593
-9.41403886,0.16663110,-0.00152593
-9.41270486,0.16663110,-0.00152593
-9.41137086,0.16663110,-0.00152593
-9.41003686,0.16663110,-0.00152593
-9.40870286,0.16663110,-0.00152593
-9.40736886,0.16663110,-0.00152593
-9.40603486,0.16663110,-0.00152593
-9.40470086,0.16663110,-0.00152593
-9.40336686,0.16663110,-0.00152593
-9.40203286,0.16663110,-0.00152593
-9.40069886,0.16663110,-0.00152593
-9.39936486,0.16663110,-0.00152593
-9.39803086,0.16663110,-0.00152593
-9.39669686,0.16663110,-0.00152593
-9.39536286,0.16663110,-0.00152593
-9.39402886,0.16663110,-0.00152593
-9.39269486,0.16663110,-0.00152593
-9.39136086,0.16663110,-0.00152593
-9.39002686,0.16663110,-0.00152593
-9.38869286,0.16663110,-0.00152593
-9.38735886,0.16663110,-0.00152593
-9.38602486,0.16663110,-0.00152593
-9.38469086,0.16663110,-0.00152593
-9.38335686,0.16663110,-0.00152593
-9.38202286,0.16663110,-0.00152593
-9.38068886,0.16663110,-0.00152593
-9.37935486,0.16663110,-0.00152593
-9.37802086,0.16663110,-0.00152593
-9.37668686,0.16663110,-0.00152593
-9.37535286,0.16663110,-0.00152593
-9.37401886,0.16663110,-0.00152593
-9.37268486,0.16663110,-0.00152593
-9.37135086,0.16663110,-0.00152593
-9.37001686,0.16663110,-0.00152593
-9.36868286,0.16663110,-0.00152593
-9.36734886,0.16663110,-0.00152593
-9.36601486,0.16663110,-0.00152593
-9.36468086,0.16663110,-0.00152593
-9.36334686,0.16663110,-0.00152593
-9.36201286,0.16663110,-0.00152593
-9.36067886,0.16663110,-0.00152593
-9.35934486,0.16663110,-0.00152593
-9.35801086,0.16663110,-0.00152593
-9.35667686,0.16663110,-0.00152593
-9.35534286,0.16663110,-0.00152593
-9.35400886,0.16815700,-0.00152593
-9.35267486,0.16815700,-0.00152593
-9.35134086,0.16815700,-0.00152593
-9.35000686,0.16815700,-0.00152593
-9.34867286,0.16815700,-0.00152593
-9.34733886,0.16815700,-0.00152593
-9.34600486,0.16815700,-0.00152593
-9.34467086,0.16815700,-0.00152593
-9.34333686,0.16815700,-0.00152593
-9.34200286,0.16815700,-0.00152593
-9.34066886,0.16815700,-0.00152593
-9.33933486,0.16815700,-0.00152593
-9.33800086,0.16815700,-0.00152593
-9.33666686,0.16815700,-0.00152593
-9.33533286,0.16663110,-0.00152593
-9.33399886,0.16663110,-0.00152593
-9.33266486,0.16663110,-0.00152593
-9.33133086,0.16663110,-0.00152593
-9.32999686,0.16663110,-0.00152593
-9.32866286,0.16663110,-0.00152593
-9.32732886,0.16663110,-0.00152593
-9.32599486,0.16663110,-0.00152593
-9.32466086,0.16663110,-0.00152593
-9.32332686,0.16663110,-0.00152593
-9.32199286,0.16663110,-0.00152593
-9.32065886,0.16663110,-0.00152593
-9.31932486,0.16663110,-0.00152593
-9.31799086,0.16663110,-0.00152593
-9.31665686,0.16663110,-0.00152593
-9.31532286,0.16663110,-0.00152593
-9.31398886,0.16663110,-0.00152593
-9.31265486,0.16663110,-0.00152593
-9.31132086,0.16663110,-0.00152593
-9.30998686,0.16663110,-0.00152593
-9.30865286,0.16510510,-0.00152593
-9.30731886,0.16510510,-0.00152593
-9.30598486,0.16510510,-0.00152593
-9.30465086,0.16510510,-0.00152593
-9.30331686,0.16510510,-0.00152593
-9.30198286,0.16510510,-0.00152593
-9.30064886,0.16510510,-0.00152593
-9.29931486,0.16510510,-0.00152593
-9.29798086,0.16510510,-0.00152593
-9.29664686,0.16510510,-0.00152593
-9.29531286,0.16510510,-0.00152593
-9.29397886,0.16510510,-0.00152593
-9.29264486,0.16510510,-0.00152593
-9.29131086,0.16510510,-0.00152593
-9.28997686,0.16510510,-0.00152593
-9.28864286,0.16510510,-0.00152593
-9.28730886,0.16510510,-0.00152593
-9.28597486,0.16510510,-0.00152593
-9.28464086,0.16510510,-0.00152593
-9.28330686,0.16510510,-0.00152593
-9.28197286,0.16510510,-0.00152593
-9.28063886,0.16510510,-0.00152593
-9.27930486,0.16510510,-0.00152593
-9.27797086,0.16510510,-0.00152593
-9.27663686,0.16510510,-0.00152593
-9.27530286,0.16510510,-0.00152593
-9.27396886,0.16510510,-0.00152593
-9.27263486,0.16510510,-0.00152593
-9.27130086,0.16510510,-0.00152593
-9.26996686,0.16510510,-0.00152593
-9.26863286,0.16510510,-0.00152593
-9.26729886,0.16510510,-0.00152593
-9.26596486,0.16510510,-0.00152593
-9.26463086,0.16510510,-0.00152593
-9.26329686,0.16510510,-0.00152593
-9.26196286,0.16510510,-0.00152593
-9.26062886,0.16510510,-0.00152593
-9.25929486,0.16510510,-0.00152593
-9.25796086,0.16510510,-0.00152593
-9.25662686,0.16510510,-0.00152593
-9.25529286,0.16510510,-0.00152593
-9.25395886,0.16510510,-0.00152593
-9.25262486,0.16510510,-0.00152593
-9.25129086,0.16510510,-0.00152593
-9.24995686,0.16663110,-0.00152593
-9.24862286,0.16663110,-0.00152593
-9.24728886,0.16663110,-0.00152593
-9.24595486,0.16663110,-0.00152593
-9.24462086,0.16663110,-0.00152593
-9.24328686,0.16663110,-0.00152593
-9.24195286,0.16663110,-0.00152593
-9.24061886,0.16663110,-0.00152593
-9.23928486,0.16663110,-0.00152593
-9.23795086,0.16663110,-0.00152593
-9.23661686,0.16663110,-0.00152593
-9.23528286,0.16663110,-0.00152593
-9.23394886,0.16663110,-0.00152593
-9.23261486,0.16663110,-0.00152593
-9.23128086,0.16663110,-0.00152593
-9.22994686,0.16663110,-0.00152593
-9.22861286,0.16663110,-0.00152593
-9.22727886,0.16663110,-0.00152593
-9.22594486,0.16663110,-0.00152593
-9.22461086,0.16663110,-0.00152593
-9.22327686,0.16815700,-0.00152593
-9.22194286,0.16815700,-0.00152593
-9.22060886,0.16815700,-0.00152593
-9.21927486,0.16815700,-0.00152593
-9.21794086,0.16815700,-0.00152593
-9.21660686,0.16815700,-0.00152593
-9.21527286,0.16815700,-0.00152593
-9.21393886,0.16815700,-0.00152593
-9.21260486,0.16815700,-0.00152593
-9.21127086,0.16815700,-0.00152593
-9.20993686,0.16815700,-0.00152593
-9.20860286,0.16815700,-0.00152593
-9.20726886,0.16815700,-0.00152593
-9.20593486,0.16815700,-0.00152593
-9.20460086,0.16815700,-0.00152593
-9.20326686,0.16815700,-0.00152593
-9.20193286,0.16815700,-0.00152593
-9.20059886,0.16815700,-0.00152593
-9.19926486,0.16815700,-0.00152593
-9.19793086,0.16815700,-0.00152593
-9.19659686,0.16815700,-0.00152593
-9.19526286,0.16815700,-0.00152593
-9.19392886,0.16815700,-0.00152593
-9.19259486,0.16815700,-0.00152593
-9.19126086,0.16815700,-0.00152593
-9.18992686,0.16815700,-0.00152593
-9.18859286,0.16815700,-0.00152593
-9.18725886,0.16815700,-0.00152593
-9.18592486,0.16815700,-0.00152593
-9.18459086,0.16815700,-0.00152593
-9.18325686,0.16815700,-0.00152593
-9.18192286,0.16815700,-0.00152593
-9.18058886,0.16815700,-0.00152593
-9.17925486,0.16815700,-0.00152593
-9.17792086,0.16815700,-0.00152593
-9.17658686,0.16815700,-0.00152593
-9.17525286,0.16815700,-0.00152593
-9.17391886,0.16815700,-0.00152593
-9.17258486,0.16815700,-0.00152593
-9.17125086,0.16815700,-0.00152593
-9.16991686,0.16815700,-0.00152593
-9.16858286,0.16815700,0.10071110
-9.16724886,0.16815700,0.22583700
-9.16591486,0.16815700,0.35096290
-9.16458086,0.16815700,0.47456280
-9.16324686,0.16815700,0.59663690
-9.16191286,0.16815700,0.72023680
-9.16057886,0.16815700,0.72023680
-9.15924486,0.16815700,0.72023680
-9.15791086,0.16815700,0.72023680
-9.15657686,0.16815700,0.72023680
-9.15524286,0.16815700,0.72023680
-9.15390886,0.16815700,0.72023680
-9.15257486,0.16815700,0.72023680
-9.15124086,0.16815700,0.72023680
-9.14990686,0.16815700,0.72023680
-9.14857286,0.16815700,0.72023680
-9.14723886,0.16815700,0.72023680
-9.14590486,0.16815700,0.72023680
-9.14457086,0.16815700,0.72023680
-9.14323686,0.16815700,0.72023680
-9.14190286,0.16815700,0.72023680
-9.14056886,0.16815700,0.72023680
-9.13923486,0.16815700,0.72023680
-9.13790086,0.16815700,0.72023680
-9.13656686,0.16815700,0.72023680
-9.13523286,0.16815700,0.72023680
-9.13389886,0.16815700,0.72023680
-9.13256486,0.16815700,0.72023680
-9.13123086,0.16815700,0.72023680
-9.12989686,0.16815700,0.72023680
-9.12856286,0.16815700,0.72023680
-9.12722886,0.16815700,0.72023680
-9.12589486,0.16815700,0.72023680
-9.12456086,0.16815700,0.72023680
-9.12322686,0.16815700,0.72023680
-9.12189286,0.16815700,0.72023680
-9.12055886,0.16815700,0.72023680
-9.11922486,0.16815700,0.72023680
-9.11789086,0.16815700,0.72023680
-9.11655686,0.16815700,0.72023680
-9.11522286,0.16815700,0.72176280
-9.11388886,0.16815700,0.72328870
-9.11255486,0.16815700,0.72328870
-9.11122086,0.16815700,0.72328870
-9.10988686,0.16815700,0.72481460
-9.10855286,0.16815700,0.72481460
-9.10721886,0.16815700,0.72481460
-9.10588486,0.16815700,0.72481460
-9.10455086,0.16815700,0.72481460
-9.10321686,0.16815700,0.72786640
-9.10188286,0.16815700,0.72786640
-9.10054886,0.16815700,0.72786640
-9.09921486,0.16815700,0.72939240
-9.09788086,0.16815700,0.73091830
-9.09654686,0.16815700,0.73091830
-9.09521286,0.16815700,0.73091830
-9.09387886,0.16815700,0.73244420
-9.09254486,0.16815700,0.73397020
-9.09121086,0.16815700,0.73549600
-9.08987686,0.16815700,0.73854800
-9.08854286,0.16815700,0.74007390
-9.08720886,0.16815700,0.74007390
-9.08587486,0.16815700,0.74159980
-9.08454086,0.16815700,0.74159980
-9.08320686,0.16815700,0.74312570
-9.08187286,0.16815700,0.74465160
-9.08053886,0.16815700,0.74617760
-9.07920486,0.16815700,0.74617760
-9.07787086,0.16815700,0.74770340
-9.07653686,0.16815700,0.74770340
-9.07520286,0.16815700,0.75075540
-9.07386886,0.16815700,0.75228120
-9.07253486,0.16815700,0.75228120
-9.07120086,0.16815700,0.75228120
-9.06986686,0.16815700,0.75228120
-9.06853286,0.16815700,0.75228120
-9.06719886,0.16815700,0.75228120
-9.06586486,0.16815700,0.75380720
-9.06453086,0.16815700,0.75533310
-9.06319686,0.16815700,0.75685910
-9.06186286,0.16815700,0.75838500
-9.06052886,0.16815700,0.76143680
-9.05919486,0.16815700,0.76296280
-9.05786086,0.16663110,0.76448860
-9.05652686,0.16663110,0.76601460
-9.05519286,0.16663110,0.76754050
-9.05385886,0.16663110,0.76906650
-9.05252486,0.16663110,0.77059240
-9.05119086,0.16663110,0.77364420
-9.04985686,0.16663110,0.77364420
-9.04852286,0.16663110,0.77517020
